Name	Address	Town	State	Country	Phone	Website	Lat	Long	Rating	Type	File	Open	Review	
Carl's Jr	6, Raffles Boulevard, #01-202 / 203 Marina Square, Singapore 039594	Singapore	SG	SG	+65 6720 2720	www.carlsjr.com.sg	1.2915336	103.8579748	1	Restaurant, American	burger.png	Y	The burgers were horrible. Then again I probably shouldn't have expected all that much from such a place. Pretty small as well, though you do get bottomless cups.	
Garfunkles	144 Praed St, Paddington, London W2 1HW, UK	London	England	UK	+44 20 7262 3415	www.garfunkels.co.uk	51.5161133	-0.1750011	1	Restaurant, American	burger.png	Y	Rude service, enough said. Pretty much walked straight out again.	
Johnny Rockets	Pavilion Kuala Lumpur, 168, Jalan Raja Chulan, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia	KLCC	Kuala Lumpar	My	+60 3-2110 2161	www.johnnyrockets.com	3.1496971	101.7122317	3	Restaurant, American	burger.png	Y	Another American burger chain. It wasn’t bad, and less of a fast food restaurant. Prices not that bad either, and burger was nice. More of a 1950s eat in restaurant feel.	
Burger Ranch	86 Main St, Stawell VIC 3380	Stawell	Vic	Aus	(03) 5358 5580	Nil	-37.0568298	142.7800424	4	Restaurant, American	burger.png	Y	Great burgers and great service. Chips weren't the best, but still a pretty good place for a meal.	
Ludlow Bar	6 Riverside Quay, Southbank VIC 3006	Southbank	Vic	Aus	(03) 9699 1676	www.ludlowbar.com.au	-37.8206821	144.9637096	3	Restaurant, American	burger.png	Y	Fairly swish Southbank restaurant, they do have some good deals. Burger was nice.	
Flame Tree Burger Bar	741 Mountain Hwy, Bayswater VIC 3153	Ringwood	Vic	Aus	(03) 9720 5772	www.flametreesburgerbar.com.au	-37.8406222	145.2658188	4	Restaurant, American	burger.png	Y	Awesome burgers, and great chips as well. Great staff too.	
Burger Kitchen	4 Margaret St, Moonee Ponds VIC 3039	Moonee Ponds	Vic	Aus	(03) 9370 5553	www.burgerkitchen.com.au	-37.7663127	144.9197419	4	Restaurant, American	burger.png	Y	Awesome burger. Really tasty, and not pricey either. Chips also fantastic.	
Benny’s American Takeaway	73A Hindley St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8325 0985	Nil	-34.9232924	138.5966731	3	Restaurant, American	burger.png	Y	Decent burgers. Fries rather nice as well. Good location.	
McDonald’s	Sokolovská 2080, 180 00 Florenc, Czechia	Prague	Prague	Cz	+420 724 104 302	www.mcdonalds.cz	50.0904188	14.4377496	3	Restaurant, American	burger.png	Y	Cool that it is located under a bridge, but it is still a McDonalds	
Hardings Burger Central	25 Johnson St, Reservoir VIC 3073	Preston	Vic	Aus	(03) 9460 2754	www.hardingsburger.com.au	-37.6966334	145.0123147	5	Restaurant, American	burger.png	Y	Burger was amazing, and the fries were outstanding. Definitly a hidden gem.	
Hogfather BBQ	36/9 m2 soi Palai chalong muang Phuket 83130, Thailand	Phuket Town	Phuket	Thai	+66 76 687 021	Nil	7.8438563	98.3506377	5	Restaurant, American	burger.png	Y	Awesome burger joint. Burgers are magnificent, and good selection of beers as well.	
Ginger Thai	101 Mitchell St, Bendigo VIC 3550	Bendigo	Vic	Aus	(03) 5441 6677	Nil	-36.7627691	144.2822467	3	Restaurant, Asian	burger.png	Y	Not bad. Pad Thai quite delicious, though much spicier than I anticipated. Might have been nice to be able to determine the level.	
Tina's Noodle Kitchen	352 High St, Preston VIC 3072	Preston	Vic	Aus	(03) 9470 6389	Nil	-37.7392077	145.0039884	3	Restaurant, Asian	noodles.png	Y	Yeah, this was quite a nice place for a meal. Decent noodles, though still fairly western.	
Binh Minh	40 Victoria St, Richmond VIC 3121	Richmond	Vic	Aus	0435 811 459	Nil	-37.809921	144.9928977	4	Restaurant, Asian	noodles.png	N	Pretty decent place for a bite to eat. Had the Lakhsa. Cheap and delicious. Staff was really friendly as well.	
C-Culture	437 High St, Preston VIC 3072	Preston	Vic	Aus	(03) 9471 3633	Nil	-37.73913	145.0033339	4	Restaurant, Asian	noodles.png	Y	Pretty decent and quite authentic chinese restaurant. They serve pretty generous portions, and also you can order your meal straight from the tank. 	
Chin Chin	125 Flinders Ln, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 8663 2000	www.chinchinrestaurant.com.au	-37.8156108	144.9702858	5	Restaurant, Asian	noodles.png	Y	Awesome restaurant. Not your typical Thai restaurant as had specific dishes as opposed to more general ones. Does get pretty packed shortly after 5:00 though.	
Chinatown	18 Moonta St, Adelaide SA 5000	Adelaide	SA	Aus	0416 026 074	Nil	-34.9297577	138.5957544	3	Restaurant, Asian	noodles.png	Y	Rather small, but what one would expect from a Chinatown.	
Chow Gardens	68 Coulstock St, Epping VIC 3076	Epping	Vic	Aus	(03) 9401 3311	www.chowgarden.com	-37.6494787	145.0256332	3	Restaurant, Asian	noodles.png	Y	Not bad. Basically Asian Fushion. Friendly staff. It's BYO but they do offer free corkage.	
89 Thai	146 George St, Windsor NSW 2756	Windsor	NSW	Aus	(02) 4577 2707	www.89thairestaurant.com.au	-33.6063819	150.8213852	4	Restaurant, Asian	noodles.png	Y	Not bad at all. Delicious curry, and feels pretty authentic as well. Well, not quite, but still awesome.	
Fairfield Noodle House	27 Spencer St, Fairfield NSW 2165	Cabramatta	NSW	Aus	(02) 9727 8870	Nil	-33.8705314	150.9567648	5	Restaurant, Asian	noodles.png	Y	Pretty authentic. Tasty dishes and even has a free pot of tea. Loved it.	
Co Do	196 Victoria St, Richmond VIC 3121	Richmond	Vic	Aus	(03) 9421 2418	Nil	-37.8104292	144.997728	4	Restaurant, Asian	noodles.png	Y	Great little restaurant that gives away free pots of tea with every meal and does a delicious smoothy. Loved the place and would highly recommend it.	
Dare III Korean BBQ Restaurant	56-58 Victoria St, Richmond VIC 3121	Richmond	Vic	Aus	(03) 9421 1002	Nil	-37.8099993	144.9932861	3	Restaurant, Asian	noodles.png	Y	Not bad. Basically one of those cook your own food joints, though you can get pre-cooked meals as well.	
Dumpling Kingdom	211 La Trobe St, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	Nil	-37.8102828	144.9625425	4	Restaurant, Asian	noodles.png	N	A chain store, but the dumplings are delicious.	
Emperor’s Crown	26 John Ln, Salisbury SA 5108	Salisbury	SA	Aus	(08) 8258 9617	Nil	-34.7623986	138.6441341	3	Restaurant, Asian	noodles.png	Y	While not the best food, you certainly can't go wrong at this place. In fact for a small out of the way restaurant the internet seems to give this place the thumbs up.	
Little Narai of Epping	4/772 High St, Epping VIC 3076	Epping	Vic	Aus	(03) 9408 9880	www.littlenarai.com.au	-37.6487041	145.0261515	3	Restaurant, Asian	noodles.png	Y	Pretty nice Thai Restaurant. Liked my Green Curry. Not a place for cheap eats, but pretty cool anyway.	
Jai Dee Thai	112 Victoria St, Richmond VIC 3121	Richmond	Vic	Aus	(03) 9429 8959	Nil	-37.8102278	144.9952074	3	Restaurant, Asian	noodles.png	Y	The pad thai wasn’t bad. A little pricey, but okay.	
Wild Yak	350 High St, Northcote VIC 3070	Northcote	Vic	Aus	(03) 9486 2733	www.wildyakrestaurant.com	-37.7698051	144.999163	4	Restaurant, Asian	noodles.png	Y	Pretty cool actually. Food does take a little while to come out, but it is totally worth it when it arrives.	
Flavourtown Hotpot	202 Bourke St, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	Nil	-37.8127129	144.9670955	4	Restaurant, Asian	noodles.png	N	Pretty cool actually. Never been to a place like this before.	
Flower Drum	17 Market Ln, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9662 3655	www.flowerdrum.melbourne	-37.8119111	144.9690345	4	Restaurant, Asian	noodles.png	Y	Very, very high class. Excellent service, even to a chump like me. Food delicious, however this is not a place for a quick meal. Look at spending at least two hours and savor the food, and expect a huge bill.	
Ghin Khao	242 Swanston St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9663 3345	www.ghinkhao.com.au	-37.8121794	144.9651663	3	Restaurant, Asian	noodles.png	N	The food here is really, really spicey. They have a cool tuk-tuk out the front and a giant menu, though it does feel a bit like a fast food restaurant.	
Golden Chopsticks	212 Broadway, Reservoir VIC 3073	Preston	Vic	Aus	(03) 9469 3301	Nil	-37.7170275	145.0115912	2	Restaurant, Asian	noodles.png	Y	You can do better than this. They take cash only, and the food is okay but not that great. My biggest gripe was how they put a heap of sauce in a paper bag with my satay sticks, and the beef wasn't even covered in it.	
Golden Harvest	31-37 Dixon St, Sydney NSW 2000	Sydney	NSW	Aus	Nil	Nil	-33.8781358	151.2038042	2	Restaurant, Asian	noodles.png	N	Long Gone	
GUE	51 Sydney Rd, Brunswick VIC 3056	Brunswick	Vic	Aus	(03) 9380 9555	Nil	-37.7765516	144.9602446	2	Restaurant, Asian	noodles.png	Y	Not the best place i've been. Food okay, but not greatest. They don't split bills either.	
Ha Long Bay Restaurant	82 Victoria St, Richmond VIC 3121	Richmond	Vic	Aus	(03) 9429 3268	Nil	-37.8101233	144.9942331	3	Restaurant, Asian	noodles.png	Y	Quite a nice restaurant.	
Happy Inn	723 Nicholson St, Carlton North VIC 3054	Carlton	Vic	Aus	(03) 9380 8688	Nil	-37.7824015	144.9773179	3	Restaurant, Asian	noodles.png	Y	Not a bad little Chinese restaurant. Their spring rolls are pretty nice.	
Hawker	G.02/345B-353 Sussex St, Sydney NSW 2000	Sydney	NSW	Aus	(02) 9264 9315	www.hawker.com.au	-33.8763225	151.2042583	4	Restaurant, Asian	noodles.png	N	Not bad at all. Delicious Laksa, and very friendly staff as well. Prices aren't bad at all either.	
HB Village	288 Little Lonsdale St, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	Nil	-37.8115345	144.9607254	4	Restaurant, Asian	noodles.png	N	Nice place for some not so traditional vietnamese food.	
Hong Lim Food Centre	531A Upper Cross St, Singapore 051531	Chinatown	SG	SG	+65 6225 5632	Nil	1.2854034	103.8457587	5	Restaurant, Asian	noodles.png	Y	It is a little small, but still pretty awesome. My first experience of a hawker's centre. Cheap food and a heaps cool ambience.	
Kacha Thai	313 Spring St, Reservoir VIC 3073	Preston	Vic	Aus	(03) 9462 6000	www.kachathaireservoir.com.au	-37.7150108	145.0070876	4	Restaurant, Asian	noodles.png	N	Probably not the cheapest restaurant in Reservoir, but they do make some pretty decent Thai curries. Staff also quite friendly.	
Mamanee	324 Smith St, Collingwood VIC 3066	Collingwood	Vic	Aus	(03) 9419 0538	www.mamanee.com.au	-37.7994697	144.9843242	3	Restaurant, Asian	noodles.png	Y	Not one of the best I've been to, but okay nonetheless.	
Mai Thai Restaurant	315 Lygon St, Brunswick East VIC 3057	Brunswick	Vic	Aus	(03) 9388 0075	Nil	-37.7687216	144.9719444	4	Restaurant, Asian	noodles.png	Y	Really nice Thai restaurant. Doesn't split bills, but the curry is really nice.	
Mandoo	3/26 Bank St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8231 3303	Nil	-34.9225106	138.5976152	5	Restaurant, Asian	noodles.png	Y	The dumplings are awesome. If you can get inside check it out - great value as well.	
Vietnam Noodle House	251 Swanston St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9078 3905	www.vietnamnoodle.juisyfood.com	-37.8121925	144.9648321	4	Restaurant, Asian	noodles.png	N	Pretty cool place for a meal. Cheap as well, and the noodles delicious. Does get packed pretty quickly though.	
More Ma Restaurant	Rat Uthit, Soi Songropi Song Patong Beach, Phuket, Amphoe Kathu, Chang Wat Phuket 83150, Thailand	Phuket	Krabi	Thai	+66 81 891 7735	Nil	7.8878538	98.2959263	4	Restaurant, Asian	noodles.png	Y	Great little outdoor restaurant. Food was quite nice and they have free wifi. Staff were friendly. Would come back here.	
Mr Kitchen	319 Swanston St, Melbourne VIC 3000	Melbourne	Vic	Aus	0451 181 108	www.mr-kitchen.weebly.com	-37.8107934	144.9640932	3	Restaurant, Asian	noodles.png	Y	Basically sells Vietnamese street food. Not bad. Only takes cash though.	
Newton Food Centre	Clemenceau Ave N, Newton, Singapore	Newton	SG	SG	Nil	Nil	1.3120866	103.8394719	4	Restaurant, Asian	noodles.png	Y	Yep, another hawker's market, and like the others I visit, still pretty cool.	
Noodle Kingdom	469 High St, Preston VIC 3072	Preston	Vic	Aus	(03) 9478 8885	Nil	-37.7382763	145.0036169	4	Restaurant, Asian	noodles.png	Y	Pretty good, and really cheap, no frills noodle bar. I quite like the place.	
Noodle Kingdom	264 Swanston St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9650 1818	Nil	-37.8118149	144.9650491	2	Restaurant, Asian	noodles.png	Y	I can't say it is the best restaurant in Melbourne, but at least they have decent sized servings and it is really cheap.	
Oasis Restaurant & Bar	239/6-7, Patong Beach, Amphoe Kathu, Chang Wat Phuket 83150, Thailand	Phuket	Krabi	Thai	+66 81 895 9568	Nil	7.8861539	98.2941293	3	Restaurant, Asian	noodles.png	Y	Fairly average restaurant, not the best, but decent enough place.	
D-House Cafe	313-315 Swanston St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9663 2284	www.d-house-cafe.business.site	-37.8108751	144.9640856	3	Restaurant, Asian	noodles.png	Y	Not one of the best Asians restaurants, though I guess the east meets west nature of the menu does reflect the fact that it is a Hong Kong restaurant.	
Old Town White Coffee	303 Elizabeth St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9939 4268	Nil	-37.8115058	144.9615488	2	Restaurant, Asian	noodles.png	N	Basically a Malaysian chain store. Not that great. Looks like its closed as well.	
Paperboy Kitchen	320 Little Lonsdale St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9642 0147	www.paperboy.com.au	-37.811697	144.9601312	5	Restaurant, Asian	noodles.png	N	Awesome food, great staff, and plastic dinosaurs. Got to love those plastic dinosaurs. This makes this place little more than awesome.	
Pho Flinders	288/290 Flinders St, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	Nil	-37.8182236	144.9655271	4	Restaurant, Asian	noodles.png	Y	Delicious, and cheap.	
Pho SA	42 Currie St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8212 5272	www.phosa.com.au	-34.9242868	138.5977708	4	Restaurant, Asian	noodles.png	Y	Pretty classy looking restaurant, but pretty cheap as well. Great place for a quick bite to eat.	
Preston Noodle	417-419 High St, Preston VIC 3072	Preston	Vic	Aus	(03) 9471 0634	Nil	-37.7396383	145.0035005	4	Restaurant, Asian	noodles.png	Y	Lovely old school Asian restaurant.	
Rice & Noodle on Bay	287 Bay St, Melbourne VIC 3186	Brighton	Vic	Aus	(03) 9596 1701	Nil	-37.9053003	145.0017143	4	Restaurant, Asian	noodles.png	Y	Stock standard Asian no frills Asian restaurant. Food was cheap, and plentiful, and staff really friendly.	
Rim Tanon	40/50 Campbell St, Haymarket NSW 2000	Sydney	NSW	Aus	(02) 9211 2025	www.chengkitchen.com.au	-33.8794653	151.2080915	3	Restaurant, Asian	noodles.png	N	Not a bad place to grab some Thai. The Pad Thai was pretty nice. Does have a surcharge though.	
Sambal Kampang	510 Elizabeth St, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	www.sambalkampung.com.au	-37.8077096	144.9598646	3	Restaurant, Asian	noodles.png	Y	Not too bad, though didn't have a beef Laksha (only chicken). Still, chicken Laksha was still quite nice. Cheap too.	
Rock Sugar	477 Malvern Rd, South Yarra VIC 3141	Prahran	Vic	Aus	(03) 9826 2888	www.rocksugar.com.au	-37.8478244	145.0022169	3	Restaurant, Asian	noodles.png	Y	More a place for snacks than meals. Their curry is pretty spicey though. Didn't feel like a thai restaurant. Staff really, really friendly though.	
Roll’d	252 La Trobe St, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	Nil	-37.8102482	144.962602	4	Restaurant, Asian	noodles.png	Y	Pretty nice. First time I tried these rolls and am pretty impressed.	
Rustic Thai Kitchen	54 Victoria St, Richmond VIC 3121	Richmond	Vic	Aus	(03) 9939 5070	www.rusticthai.com.au	-37.8099421	144.9931497	3	Restaurant, Asian	noodles.png	Y	Okay Thai restaurant. Nothing that makes it stand out though.	
Little B	Shop 4/609 Beaufort St, Mount Lawley WA 6050	Mt Lawley	WA	Aus	0436 353 635	www.little-b.com.au	-31.9353811	115.871265	4	Restaurant, Asian	noodles.png	Y	Great thai food. Absolutely loved the curry. Not too pricey either, and the service also pretty good.	
Simply Thai	Level 2 Dining Hall, Melbourne Central, 211 La Trobe St Melbourne VIC Australia, 3000	Melbourne	Vic	Aus	(03) 9639 8690	Nil	-37.8102522	144.9623589	2	Restaurant, Asian	noodles.png	N	I'd rather go to a proper Thai restaurant. No green curry.	
Spices Connection	211 La Trobe St, Melbourne VIC 3000	Melbourne	Vic	Aus	0414 186 890	Nil	-37.8101056	144.9624166	2	Restaurant, Asian	noodles.png	N	Basically an Asian takeaway. Best not to grab the cheap stuff near closing time as they offerings better during the day.	
Star Dumplings	27b Moonta St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8212 1917	Nil	-34.9298341	138.59581	3	Restaurant, Asian	noodles.png	Y	Not bad. Cheap Chinese takeaway options. Open late as well.	
Thai on Wok	193 Glebe Point Rd, Glebe NSW 2037	Glebe	NSW	Aus	(02) 9660 9011	www.thaionwokglebe.com.au	-33.8804775	151.1876115	4	Restaurant, Asian	noodles.png	Y	Has a much more authentic feel about the place than some Thai restaurant. Curry was really nice. Does get hot and stuff on hot days though.	
Thainabox	2/148 Curlewis St, Bondi Beach NSW 2026	Bondi	NSW	Aus	(02) 9365 2261	www.thainabox.com.au	-33.889317	151.2750235	4	Restaurant, Asian	noodles.png	Y	Cheap, quick, and really tasty. Also has a create your own thai dish option.	
